date_of_journey,airlines,airlines_code,class,departure,total_stops,arrival,duration_in_minutes,source,destination,price_fare
2024-04-02,Air India,AI-506,Business,06:59:00,0.0,10:14:00,705.0,Kolkata,Banglore,53164
2024-11-22,Vistara,UK-801,Business,17:13:00,0.0,03:33:00,670.2,Banglore,New Delhi,77289
2024-02-23,Indigo,6E-6475,Economy,23:48:00,1.0,02:15:00,274.8,Kolkata,Banglore,9502
2024-06-15,Vistara,UK-706,Economy,11:42:00,0.0,13:56:00,495.0,Banglore,Delhi,11415
2024-06-24,Air India,AI-624,Economy,11:02:00,0.0,00:53:00,145.2,Chennai,Kolkata,5955
2024-10-25,Vistara,UK-811,Premium Economy,09:08:00,2.0,19:23:00,904.8,Delhi,Cochin,11943
2024-03-29,Air India,AI-865,Business,02:44:00,0.0,09:01:00,145.2,Chennai,Kolkata,22152
2024-03-16,Indigo,6E-2411,Economy,13:39:00,0.0,10:47:00,480.0,Banglore,Delhi,8233
2024-11-01,Air India,AI-471,Economy,19:27:00,2.0,14:28:00,289.8,Kolkata,Banglore,9840
2024-10-10,Vistara,UK-801,Premium Economy,04:29:00,1.0,17:23:00,670.2,Kolkata,Banglore,11758
2024-05-04,Vistara,UK-943,Business,11:28:00,1.0,03:02:00,130.2,Delhi,Cochin,22152
2024-06-24,Vistara,UK-819,Business,20:55:00,1.0,12:37:00,364.8,Delhi,Cochin,60713
2024-05-30,Vistara,UK-829,Premium Economy,21:55:00,1.0,17:05:00,949.8,Kolkata,Banglore,12822
2024-09-21,Air India,AI-453,Business,12:33:00,2.0,22:38:00,775.2,Delhi,Cochin,35532
2024-01-25,Vistara,UK-859,Premium Economy,04:53:00,1.0,06:16:00,1305.0,Delhi,Cochin,12822
2024-10-08,Vistara,UK-829,Premium Economy,23:56:00,0.0,23:48:00,1495.2,Kolkata,Banglore,12262
2024-05-12,Indigo,6E-2114,Economy,21:59:00,1.0,00:05:00,135.0,Banglore,New Delhi,7319
2024-10-08,Air India,AI-544,Economy,00:51:00,0.0,21:09:00,435.0,Banglore,Delhi,9069
2024-10-13,Vistara,UK-879,Business,10:35:00,1.0,15:05:00,1260.0,Banglore,New Delhi,45156
2024-03-07,Air India,AI-411,Business,03:36:00,2.0,04:12:00,559.8,Delhi,Cochin,32646
2024-12-16,Go First,G8-113,Economy,02:12:00,0.0,09:03:00,975.0,Banglore,Delhi,20511
2024-02-27,Vistara,UK-985,Business,18:07:00,1.0,05:30:00,135.0,Kolkata,Banglore,30104
2024-06-28,Air India,AI-839,Economy,01:01:00,0.0,03:52:00,745.2,Chennai,Kolkata,9489
2024-10-12,Go First,G8-101,Economy,09:13:00,1.0,13:39:00,825.0,Delhi,Cochin,6873
2024-10-23,Air India,AI-433,Business,08:59:00,0.0,15:33:00,1620.0,Mumbai,Hyderabad,29805
2024-12-27,Air India,AI-537,Business,03:04:00,0.0,07:01:00,364.8,Kolkata,Banglore,50969
2024-05-23,Indigo,6E-2411,Economy,13:05:00,2.0,19:13:00,550.2,Kolkata,Banglore,15719
2024-12-30,Go First,G8-713,Economy,13:57:00,1.0,16:08:00,735.0,Kolkata,Banglore,6451
2024-06-28,Vistara,UK-627,Business,13:17:00,1.0,23:13:00,1590.0,Delhi,Cochin,37417
2024-11-01,Air India,AI-504,Economy,22:46:00,0.0,23:53:00,859.8,Mumbai,Hyderabad,9137
2024-10-06,Indigo,6E-2411,Economy,03:16:00,0.0,20:38:00,550.2,Banglore,Delhi,5954
2024-05-12,Vistara,UK-879,Economy,15:53:00,0.0,01:55:00,880.2,Chennai,Kolkata,9840
2024-12-02,Air Asia,I5-798,Economy,07:17:00,1.0,05:41:00,814.8,Delhi,Cochin,7933
2024-07-23,Go First,G8-334,Economy,15:50:00,0.0,05:49:00,130.2,Kolkata,Banglore,5899
2024-10-31,Vistara,UK-979,Premium Economy,18:23:00,1.0,12:45:00,1215.0,Delhi,Cochin,15635
2024-01-22,Air India,AI-554,Business,05:51:00,1.0,20:02:00,625.2,Kolkata,Banglore,50969
2024-08-17,Air India,AI-762,Economy,00:08:00,1.0,11:47:00,985.2,Banglore,New Delhi,15825
2024-06-29,Vistara,UK-943,Premium Economy,10:34:00,0.0,03:03:00,130.2,Mumbai,Hyderabad,7278
2024-07-03,Vistara,UK-819,Economy,11:52:00,1.0,09:46:00,550.2,Kolkata,Banglore,11011
2024-05-23,Vistara,UK-787,Business,11:11:00,1.0,06:36:00,1485.0,Kolkata,Banglore,39870
2024-09-27,Vistara,UK-871,Premium Economy,02:27:00,1.0,22:32:00,1590.0,Delhi,Cochin,19632
2024-12-19,Vistara,UK-781,Economy,17:24:00,1.0,05:37:00,409.8,Delhi,Cochin,16140
2024-09-03,Indigo,6E-6034,Economy,12:18:00,0.0,17:39:00,304.8,Chennai,Kolkata,8620
2024-06-18,Vistara,UK-995,Economy,15:18:00,1.0,07:21:00,135.0,Delhi,Cochin,10155
2024-12-07,Indigo,6E-6492,Economy,05:19:00,0.0,13:18:00,400.2,Kolkata,Banglore,15299
2024-08-15,Air Asia,I5-779,Economy,06:03:00,1.0,12:21:00,544.8,Kolkata,Banglore,11020
2024-12-26,Air Asia,I5-743,Economy,20:31:00,2.0,01:31:00,355.2,Delhi,Cochin,7584
2024-04-05,Air India,AI-665,Business,07:43:00,1.0,07:07:00,139.8,Delhi,Cochin,22152
2024-03-08,Vistara,UK-635,Premium Economy,10:30:00,0.0,12:20:00,289.8,Kolkata,Banglore,25568
2024-01-30,Air India,AI-803,Economy,09:39:00,0.0,22:01:00,1030.2,Chennai,Kolkata,7677
2024-08-06,Vistara,UK-977,Business,22:39:00,1.0,22:22:00,135.0,Delhi,Cochin,56860
2024-09-05,Vistara,UK-979,Business,00:31:00,0.0,03:17:00,1009.8,Banglore,Delhi,22297
2024-06-21,Air Asia,I5-773,Economy,08:18:00,0.0,19:19:00,379.8,Kolkata,Banglore,14486
2024-10-13,Air India,AI-429,Business,10:36:00,0.0,11:22:00,835.2,Delhi,Cochin,50969
2024-12-24,Vistara,UK-871,Business,09:16:00,2.0,12:11:00,1590.0,Delhi,Cochin,41281
2024-08-07,Indigo,6E-2216,Economy,02:14:00,2.0,12:44:00,505.2,Kolkata,Banglore,13199
2024-06-19,Indigo,6E-5603,Economy,21:23:00,1.0,17:35:00,289.8,Kolkata,Banglore,9540
2024-04-09,Spicejet,SG-2905,Economy,16:41:00,1.0,22:50:00,709.8,Kolkata,Banglore,7766
2024-03-06,Vistara,UK-833,Premium Economy,10:22:00,1.0,14:16:00,1684.8,Delhi,Cochin,17448
2024-12-22,Vistara,UK-879,Premium Economy,11:32:00,0.0,10:13:00,880.2,Chennai,Kolkata,19632
2024-05-03,Vistara,UK-979,Premium Economy,01:50:00,2.0,08:00:00,1009.8,Delhi,Cochin,14515
2024-03-09,Vistara,UK-837,Economy,18:16:00,1.0,23:23:00,925.2,Delhi,Cochin,13904
2024-12-18,Indigo,6E-319,Economy,15:41:00,0.0,16:22:00,375.0,Delhi,Cochin,9314
2024-02-02,Vistara,UK-811,Economy,23:43:00,2.0,16:34:00,349.8,Delhi,Cochin,14145
2024-01-24,Air India,AI-439,Business,07:23:00,0.0,21:41:00,730.2,Banglore,Delhi,50969
2024-05-09,Air India,AI-475,Business,03:55:00,2.0,11:47:00,1489.8,Delhi,Cochin,29805
2024-09-03,Vistara,UK-969,Business,14:00:00,1.0,14:08:00,735.0,Kolkata,Banglore,22297
2024-11-08,Vistara,UK-995,Premium Economy,18:41:00,0.0,18:14:00,135.0,Mumbai,Hyderabad,22286
2024-07-16,Indigo,6E-5218,Economy,15:27:00,0.0,01:20:00,135.0,Banglore,Delhi,6164
2024-04-01,Air India,AI-813,Business,00:01:00,1.0,18:54:00,810.0,Delhi,Cochin,53164
2024-07-30,Air India,AI-665,Business,05:12:00,1.0,21:03:00,139.8,Kolkata,Banglore,22152
2024-09-09,Vistara,UK-707,Economy,01:06:00,2.0,20:14:00,364.8,Delhi,Cochin,18765
2024-01-15,Air India,AI-439,Business,10:30:00,0.0,04:36:00,990.0,Banglore,New Delhi,71525
2024-02-27,Vistara,UK-819,Premium Economy,03:31:00,1.0,23:03:00,450.0,Delhi,Cochin,15863
2024-09-05,Vistara,UK-871,Business,19:05:00,1.0,03:40:00,1075.2,Delhi,Cochin,41281
2024-11-13,Air Asia,I5-745,Economy,09:35:00,0.0,16:22:00,400.2,Banglore,Delhi,6872
2024-10-21,Air Asia,I5-1228,Economy,22:34:00,2.0,18:03:00,690.0,Delhi,Cochin,4827
2024-08-21,Vistara,UK-941,Premium Economy,16:56:00,0.0,07:05:00,150.0,Kolkata,Banglore,15846
2024-05-15,Vistara,UK-859,Premium Economy,15:22:00,1.0,03:00:00,1410.0,Delhi,Cochin,12822
2024-09-04,Vistara,UK-637,Premium Economy,14:38:00,1.0,01:36:00,315.0,Kolkata,Banglore,16742
2024-04-07,Indigo,6E-2208,Economy,12:29:00,1.0,06:59:00,520.2,Delhi,Cochin,6625
2024-06-10,Air Asia,I5-740,Economy,22:30:00,1.0,01:26:00,990.0,Delhi,Cochin,12013
2024-11-12,Vistara,UK-839,Premium Economy,16:42:00,0.0,06:03:00,529.8,Chennai,Kolkata,13814
2024-08-25,Vistara,UK-811,Business,05:50:00,1.0,08:33:00,349.8,Delhi,Cochin,65501
2024-10-08,Air India,AI-475,Economy,08:57:00,0.0,21:13:00,1489.8,Kolkata,Banglore,10647
2024-02-04,Vistara,UK-943,Premium Economy,20:11:00,1.0,10:50:00,130.2,Delhi,Cochin,7838
2024-01-14,Vistara,UK-781,Business,14:03:00,1.0,09:15:00,409.8,Kolkata,Banglore,39870
2024-01-06,Air India,AI-411,Business,20:05:00,1.0,20:17:00,559.8,Delhi,Cochin,32646
2024-03-20,Vistara,UK-871,Economy,11:24:00,1.0,06:13:00,694.8,Kolkata,Banglore,12359
2024-07-03,Indigo,6E-6231,Economy,15:41:00,1.0,09:28:00,270.0,Kolkata,Banglore,8054
2024-11-18,Vistara,UK-969,Premium Economy,22:44:00,1.0,01:58:00,940.2,Delhi,Cochin,13376
2024-09-14,Vistara,UK-801,Premium Economy,07:46:00,1.0,08:59:00,670.2,Delhi,Cochin,22712
2024-04-21,Air India,AI-485,Business,23:02:00,1.0,07:22:00,655.2,Kolkata,Banglore,39622
2024-04-25,Air Asia,I5-1228,Economy,18:06:00,1.0,13:43:00,690.0,Delhi,Cochin,6872
2024-10-01,Air India,AI-883,Economy,20:03:00,0.0,10:48:00,1129.8,Delhi,Cochin,9454
2024-06-24,Vistara,UK-837,Economy,13:11:00,1.0,02:25:00,925.2,Delhi,Cochin,11295
2024-04-06,Air India,AI-465,Business,15:07:00,1.0,12:20:00,1050.0,Delhi,Cochin,50109
2024-04-02,Vistara,UK-706,Premium Economy,18:22:00,2.0,03:12:00,1290.0,Delhi,Cochin,15454
2024-10-21,Air Asia,I5-798,Economy,12:00:00,1.0,16:49:00,814.8,Delhi,Cochin,11575
2024-02-22,Vistara,UK-969,Business,19:28:00,1.0,06:04:00,940.2,Banglore,New Delhi,30249
2024-11-01,Air India,AI-485,Business,23:11:00,1.0,13:54:00,655.2,Delhi,Cochin,39622
2024-09-18,Indigo,6E-6232,Economy,01:51:00,1.0,08:53:00,520.2,Delhi,Cochin,5688
2024-12-27,Vistara,UK-985,Premium Economy,01:55:00,1.0,19:19:00,135.0,Banglore,New Delhi,7278
2024-02-22,Air India,AI-833,Business,21:07:00,2.0,15:49:00,1050.0,Delhi,Cochin,50109
2024-10-13,Vistara,UK-817,Economy,03:02:00,1.0,12:13:00,435.0,Delhi,Cochin,10470
2024-04-21,Vistara,UK-705,Business,08:46:00,1.0,01:00:00,330.0,Delhi,Cochin,62057
2024-02-27,Vistara,UK-637,Business,06:49:00,2.0,02:06:00,315.0,Kolkata,Banglore,42956
2024-05-29,Air India,AI-544,Business,07:19:00,0.0,09:56:00,1324.8,Mumbai,Hyderabad,41113
2024-03-23,Vistara,UK-929,Economy,21:09:00,2.0,09:21:00,1285.2,Delhi,Cochin,10517
2024-09-20,Vistara,UK-871,Business,04:04:00,1.0,19:13:00,694.8,Kolkata,Banglore,55696
2024-06-01,Go First,G8-354,Economy,18:15:00,1.0,06:06:00,130.2,Delhi,Cochin,5801
2024-05-30,Vistara,UK-981,Economy,18:36:00,0.0,18:29:00,120.0,Kolkata,Banglore,5955
2024-04-11,Vistara,UK-969,Business,02:05:00,1.0,16:59:00,1485.0,Delhi,Cochin,30249
2024-03-19,Vistara,UK-871,Economy,23:19:00,1.0,09:00:00,694.8,Delhi,Cochin,12255
2024-01-15,Vistara,UK-969,Economy,21:26:00,2.0,17:34:00,940.2,Kolkata,Banglore,9362
2024-06-02,Vistara,UK-993,Business,09:40:00,2.0,21:21:00,130.2,Delhi,Cochin,56860
2024-04-02,Air India,AI-429,Business,14:27:00,1.0,06:56:00,750.0,Delhi,Cochin,50969
2024-02-09,Indigo,6E-5318,Economy,06:14:00,1.0,09:49:00,135.0,Delhi,Cochin,7319
2024-01-12,Indigo,6E-2519,Economy,05:55:00,2.0,14:16:00,139.8,Delhi,Cochin,7114
2024-08-05,Vistara,UK-705,Economy,12:29:00,0.0,08:28:00,960.0,Mumbai,Hyderabad,17084
2024-04-10,Vistara,UK-959,Premium Economy,01:07:00,0.0,17:06:00,735.0,Banglore,New Delhi,13376
2024-09-06,Indigo,6E-5218,Economy,01:42:00,0.0,12:40:00,135.0,Mumbai,Hyderabad,6164
2024-03-29,Air India,AI-540,Economy,04:22:00,1.0,16:29:00,690.0,Banglore,New Delhi,10281
2024-04-15,Air India,AI-865,Economy,05:55:00,0.0,22:44:00,145.2,Banglore,Delhi,7320
2024-05-23,Vistara,UK-807,Economy,23:36:00,1.0,03:19:00,810.0,Delhi,Cochin,9525
2024-08-14,Air India,AI-558,Economy,03:55:00,2.0,02:18:00,750.0,Delhi,Cochin,9630
2024-04-27,Vistara,UK-801,Economy,05:49:00,1.0,15:40:00,694.8,Kolkata,Banglore,8580
2024-08-31,Vistara,UK-811,Premium Economy,19:46:00,0.0,10:16:00,349.8,Banglore,Delhi,11758
2024-02-01,Vistara,UK-979,Premium Economy,22:19:00,1.0,08:48:00,1215.0,Kolkata,Banglore,7984
2024-01-12,Vistara,UK-819,Economy,03:59:00,0.0,20:08:00,390.0,Chennai,Kolkata,11258
2024-09-08,Indigo,6E-2716,Economy,01:46:00,3.0,20:50:00,135.0,Delhi,Cochin,6277
2024-08-31,Go First,G8-719,Economy,12:35:00,2.0,00:24:00,615.0,Delhi,Cochin,4950
2024-07-26,Vistara,UK-899,Premium Economy,09:58:00,2.0,21:15:00,1155.0,Delhi,Cochin,12822
2024-04-01,Air India,AI-502,Business,00:15:00,1.0,17:54:00,480.0,Delhi,Cochin,58025
2024-03-03,Air Asia,I5-743,Economy,13:13:00,1.0,12:45:00,880.2,Delhi,Cochin,6640
2024-05-18,Vistara,UK-819,Economy,09:28:00,2.0,21:56:00,364.8,Delhi,Cochin,16770
2024-10-17,Spicejet,SG-2976,Economy,08:10:00,1.0,17:20:00,859.8,Kolkata,Banglore,6384
2024-06-18,Vistara,UK-941,Economy,23:39:00,1.0,19:30:00,150.0,Delhi,Cochin,10155
2024-03-10,Indigo,6E-6022,Economy,18:31:00,0.0,11:02:00,330.0,Mumbai,Hyderabad,8369
2024-04-15,Air India,AI-506,Business,22:28:00,1.0,03:14:00,705.0,Kolkata,Banglore,54284
2024-05-15,Vistara,UK-859,Premium Economy,12:06:00,2.0,13:56:00,1410.0,Kolkata,Banglore,21200
2024-06-07,Air India,AI-504,Economy,16:57:00,2.0,09:57:00,859.8,Delhi,Cochin,9357
2024-12-15,Indigo,6E-2328,Economy,14:15:00,2.0,23:19:00,154.8,Mumbai,Hyderabad,6164
2024-08-30,Air India,AI-813,Economy,07:27:00,1.0,01:45:00,810.0,Banglore,New Delhi,9042
2024-09-16,Air India,AI-605,Business,00:52:00,1.0,00:51:00,135.0,Kolkata,Banglore,22152
2024-01-21,Vistara,UK-943,Business,03:31:00,0.0,21:46:00,130.2,Banglore,Delhi,22152
2024-09-26,Air India,AI-463,Business,13:47:00,0.0,01:36:00,1660.2,Banglore,Delhi,35532
2024-10-01,Air Asia,I5-740,Economy,11:14:00,1.0,03:52:00,990.0,Delhi,Cochin,5291
2024-01-03,Vistara,UK-707,Business,23:04:00,0.0,20:59:00,364.8,Mumbai,Hyderabad,59033
2024-01-28,Vistara,UK-945,Economy,00:16:00,1.0,00:23:00,135.0,Delhi,Cochin,13830
2024-12-30,Indigo,6E-2075,Economy,02:30:00,1.0,01:54:00,115.19999999999999,Kolkata,Banglore,7319
2024-10-02,Air India,AI-537,Business,04:28:00,1.0,08:22:00,450.0,Delhi,Cochin,50969
2024-09-12,Air India,AI-540,Business,06:21:00,0.0,13:18:00,1240.2,Banglore,New Delhi,50969
2024-01-01,Vistara,UK-819,Economy,11:24:00,0.0,16:21:00,364.8,Delhi,Cochin,13305
2024-01-14,Vistara,UK-833,Economy,03:54:00,1.0,18:20:00,889.8,Delhi,Cochin,12203
2024-09-08,Indigo,6E-6187,Economy,05:40:00,1.0,19:46:00,285.0,Delhi,Cochin,8243
2024-03-24,Go First,G8-719,Economy,23:47:00,1.0,15:34:00,615.0,Delhi,Cochin,4950
2024-03-22,Air India,AI-512,Business,18:09:00,1.0,01:14:00,790.2,Delhi,Cochin,53164
2024-04-08,Air India,AI-401,Economy,07:45:00,0.0,10:38:00,820.2,Banglore,Delhi,14670
2024-10-30,Vistara,UK-951,Business,01:10:00,2.0,18:50:00,130.2,Delhi,Cochin,56860
2024-10-25,Air India,AI-560,Business,09:25:00,0.0,02:13:00,1015.2,Banglore,Delhi,41113
2024-12-05,Indigo,6E-2112,Economy,15:02:00,1.0,19:41:00,150.0,Delhi,Cochin,5794
2024-04-22,Air India,AI-813,Economy,11:38:00,1.0,22:34:00,1474.8,Delhi,Cochin,7194
2024-01-08,Go First,G8-213,Economy,00:58:00,1.0,07:41:00,379.8,Kolkata,Banglore,14485
2024-09-24,Vistara,UK-879,Business,19:38:00,0.0,23:10:00,334.8,Banglore,New Delhi,55696
2024-02-18,Air India,AI-544,Economy,06:45:00,0.0,00:52:00,435.0,Banglore,New Delhi,9069
2024-07-04,Vistara,UK-963,Economy,20:10:00,1.0,09:33:00,145.2,Delhi,Cochin,10155
2024-03-31,Vistara,UK-891,Business,13:43:00,1.0,20:39:00,454.8,Delhi,Cochin,64728
2024-11-11,Air India,AI-502,Business,14:19:00,0.0,06:22:00,480.0,Chennai,Kolkata,53164
2024-12-24,Vistara,UK-807,Economy,18:12:00,1.0,16:38:00,1390.2,Delhi,Cochin,10365
2024-11-03,Vistara,UK-819,Business,09:23:00,1.0,11:13:00,390.0,Banglore,New Delhi,53164
2024-10-05,Air Asia,I5-798,Economy,06:08:00,2.0,15:48:00,915.0,Delhi,Cochin,7319
2024-07-12,Vistara,UK-871,Premium Economy,17:08:00,1.0,04:26:00,1075.2,Delhi,Cochin,13382
2024-09-17,Air India,AI-439,Business,03:07:00,0.0,01:34:00,1075.2,Banglore,Delhi,83886
2024-06-16,Vistara,UK-995,Premium Economy,16:48:00,0.0,15:52:00,135.0,Kolkata,Banglore,7278
2024-07-20,Air India,AI-883,Economy,05:44:00,1.0,20:44:00,1129.8,Kolkata,Banglore,11344
2024-05-29,Vistara,UK-959,Premium Economy,14:34:00,1.0,06:13:00,1425.0,Delhi,Cochin,10168
2024-09-07,Spicejet,SG-8701,Economy,16:52:00,1.0,04:34:00,124.80000000000001,Delhi,Cochin,5794
2024-09-18,Vistara,UK-975,Premium Economy,00:11:00,2.0,19:21:00,135.0,Delhi,Cochin,7278
2024-08-27,Air India,AI-887,Business,03:50:00,0.0,09:13:00,135.0,Chennai,Kolkata,22152
2024-04-09,Spicejet,SG-2905,Economy,09:47:00,0.0,14:46:00,709.8,Mumbai,Hyderabad,7910
2024-06-26,Air India,AI-839,Economy,23:08:00,0.0,19:01:00,745.2,Delhi,Cochin,7704
2024-02-05,Air India,AI-537,Business,18:44:00,1.0,19:22:00,364.8,Kolkata,Banglore,50969
2024-05-20,Air India,AI-887,Business,15:01:00,0.0,06:18:00,135.0,Mumbai,Hyderabad,22152
2024-05-14,Vistara,UK-737,Economy,07:36:00,1.0,06:13:00,465.0,Delhi,Cochin,17084
2024-07-09,Vistara,UK-829,Premium Economy,20:05:00,0.0,03:18:00,1600.2,Mumbai,Hyderabad,12822
2024-10-17,Vistara,UK-839,Economy,17:49:00,1.0,07:24:00,529.8,Kolkata,Banglore,13496
2024-04-27,Air India,AI-471,Economy,12:04:00,1.0,17:24:00,289.8,Kolkata,Banglore,9630
2024-09-28,Go First,G8-113,Economy,04:44:00,1.0,01:29:00,889.8,Kolkata,Banglore,12211
2024-08-13,Indigo,6E-2033,Economy,20:34:00,0.0,02:50:00,370.2,Banglore,Delhi,5987
2024-06-07,Air India,AI-475,Business,04:57:00,1.0,00:30:00,1489.8,Delhi,Cochin,29805
2024-12-03,Vistara,UK-811,Business,21:34:00,2.0,19:04:00,349.8,Delhi,Cochin,65501
2024-11-29,Air Asia,I5-560,Economy,07:06:00,0.0,12:25:00,865.2,Chennai,Kolkata,4827
2024-01-25,Air India,AI-481,Economy,06:08:00,1.0,18:00:00,814.8,Kolkata,Banglore,14114
2024-05-10,Vistara,UK-859,Business,01:24:00,1.0,10:40:00,1410.0,Delhi,Cochin,41281
2024-12-02,Vistara,UK-785,Business,11:02:00,3.0,16:29:00,1065.0,Delhi,Cochin,39870
2024-04-17,Indigo,6E-6475,Economy,06:40:00,0.0,18:03:00,589.8,Mumbai,Hyderabad,8620
2024-11-18,Air India,AI-471,Business,03:46:00,1.0,19:18:00,289.8,Delhi,Cochin,41136
2024-09-19,Air Asia,I5-798,Economy,03:20:00,0.0,12:35:00,814.8,Banglore,Delhi,6375
2024-07-05,Indigo,AI-811,Economy,14:54:00,0.0,02:30:00,390.0,Kolkata,Banglore,10698
2024-12-23,Indigo,6E-2075,Economy,10:11:00,0.0,23:38:00,115.19999999999999,Mumbai,Hyderabad,6374
2024-06-24,Air India,AI-429,Business,02:45:00,1.0,04:07:00,750.0,Delhi,Cochin,50969
2024-08-15,Air India,AI-801,Economy,08:30:00,2.0,01:55:00,469.8,Delhi,Cochin,17505
2024-12-03,Go First,G8-2501,Economy,17:43:00,1.0,19:03:00,130.2,Kolkata,Banglore,5801
2024-11-05,Vistara,UK-879,Business,17:58:00,0.0,23:21:00,334.8,Kolkata,Banglore,45156
2024-08-08,Vistara,UK-979,Business,20:20:00,1.0,17:12:00,319.8,Delhi,Cochin,30249
2024-09-28,Air India,AI-814,Economy,23:01:00,1.0,02:21:00,135.0,Delhi,Cochin,5955
2024-03-12,Vistara,UK-879,Economy,22:26:00,0.0,07:10:00,880.2,Chennai,Kolkata,12570
2024-08-01,Vistara,UK-963,Economy,07:32:00,1.0,16:06:00,145.2,Kolkata,Banglore,7320
2024-10-23,Vistara,UK-801,Premium Economy,05:37:00,1.0,02:02:00,754.8,Delhi,Cochin,10638
2024-03-31,Vistara,UK-835,Economy,23:43:00,1.0,05:58:00,769.8,Delhi,Cochin,22125
2024-11-28,Go First,G8-719,Economy,04:53:00,0.0,16:12:00,285.0,Mumbai,Hyderabad,6007
2024-05-19,Air India,AI-439,Business,11:22:00,0.0,06:20:00,1075.2,Banglore,Delhi,63065
2024-09-29,Air India,AI-473,Business,06:08:00,1.0,22:19:00,1035.0,Delhi,Cochin,39859
2024-05-23,Vistara,UK-929,Business,02:46:00,1.0,00:46:00,739.8,Delhi,Cochin,22297
2024-03-29,Vistara,UK-929,Business,03:15:00,0.0,19:32:00,535.2,Mumbai,Hyderabad,30249
2024-11-22,Air Asia,I5-743,Economy,22:56:00,0.0,04:28:00,490.2,Banglore,New Delhi,5431
2024-12-09,Air India,AI-475,Business,15:33:00,1.0,07:12:00,1489.8,Kolkata,Banglore,29805
2024-05-11,Vistara,UK-969,Business,17:16:00,1.0,14:58:00,735.0,Delhi,Cochin,22297
2024-08-27,Vistara,UK-871,Economy,23:53:00,0.0,15:29:00,694.8,Mumbai,Hyderabad,9840
2024-03-06,Vistara,UK-879,Economy,09:51:00,1.0,22:53:00,334.8,Delhi,Cochin,9840
2024-04-03,Vistara,UK-979,Premium Economy,14:26:00,0.0,05:10:00,319.8,Banglore,Delhi,15992
2024-04-04,Vistara,UK-963,Premium Economy,14:47:00,2.0,06:06:00,145.2,Delhi,Cochin,7278
2024-04-04,Indigo,6E-2017,Economy,19:20:00,0.0,21:18:00,130.2,Banglore,Delhi,7319
2024-10-06,Vistara,UK-815,Business,11:30:00,0.0,00:30:00,750.0,Banglore,Delhi,60713
2024-03-05,Vistara,UK-951,Premium Economy,15:46:00,2.0,15:18:00,130.2,Delhi,Cochin,15846
2024-04-10,Air Asia,I5-560,Economy,06:03:00,2.0,04:19:00,865.2,Delhi,Cochin,4827
2024-05-01,Vistara,UK-969,Economy,14:37:00,2.0,11:47:00,940.2,Banglore,New Delhi,7367
2024-09-07,Air India,AI-473,Business,19:34:00,1.0,21:27:00,1035.0,Kolkata,Banglore,39859
2024-02-15,Air India,AI-887,Economy,21:19:00,0.0,00:57:00,135.0,Banglore,Delhi,4792
2024-05-13,Indigo,6E-607,Economy,04:10:00,2.0,04:34:00,595.2,Delhi,Cochin,9188
2024-12-20,Indigo,6E-7403,Economy,22:32:00,0.0,10:33:00,390.0,Banglore,Delhi,12202
2024-09-10,Vistara,UK-985,Business,00:26:00,0.0,11:14:00,135.0,Kolkata,Banglore,30104
2024-06-01,Air India,AI-537,Economy,03:10:00,1.0,02:38:00,364.8,Delhi,Cochin,9609
2024-05-23,Air Asia,I5-1228,Economy,22:13:00,1.0,14:39:00,570.0,Delhi,Cochin,6375
2024-07-05,Vistara,UK-811,Premium Economy,04:52:00,0.0,16:08:00,904.8,Banglore,Delhi,11943
2024-05-20,Air Asia,I5-745,Economy,18:11:00,1.0,20:31:00,400.2,Kolkata,Banglore,5291
2024-06-19,Air India,AI-537,Business,05:29:00,2.0,04:31:00,450.0,Delhi,Cochin,50969
2024-11-08,Vistara,UK-705,Economy,17:48:00,1.0,19:05:00,769.8,Delhi,Cochin,14670
2024-09-07,Indigo,6E-6034,Economy,07:17:00,0.0,07:00:00,355.2,Banglore,Delhi,8688
2024-02-24,Air India,AI-554,Economy,18:18:00,1.0,00:11:00,625.2,Delhi,Cochin,8958
2024-12-06,Air India,AI-411,Economy,12:34:00,1.0,14:34:00,559.8,Kolkata,Banglore,7604
2024-10-06,Vistara,UK-829,Economy,12:56:00,1.0,02:43:00,574.8,Delhi,Cochin,12570
2024-05-02,Vistara,UK-801,Premium Economy,23:23:00,1.0,08:55:00,754.8,Delhi,Cochin,10638
2024-06-13,Vistara,UK-811,Premium Economy,01:29:00,0.0,19:42:00,1065.0,Kolkata,Banglore,22712
2024-10-07,Vistara,UK-801,Economy,02:13:00,0.0,12:45:00,694.8,Mumbai,Hyderabad,11310
2024-08-16,Spicejet,SG-8169,Economy,12:23:00,0.0,09:18:00,124.80000000000001,Chennai,Kolkata,5335
2024-06-25,Vistara,UK-969,Premium Economy,21:07:00,1.0,15:05:00,1485.0,Kolkata,Banglore,15992
2024-05-20,Air India,AI-425,Business,06:36:00,0.0,18:27:00,1579.8,Mumbai,Hyderabad,53822
2024-05-08,Vistara,UK-847,Economy,12:15:00,1.0,05:03:00,784.8,Kolkata,Banglore,11205
2024-11-19,Vistara,UK-811,Business,22:30:00,0.0,09:41:00,349.8,Banglore,Delhi,60713
2024-04-24,Air India,AI-839,Economy,18:16:00,1.0,08:41:00,1045.2,Delhi,Cochin,9489
2024-11-11,Indigo,6E-6201,Economy,13:36:00,0.0,18:44:00,295.2,Banglore,Delhi,6999
